case_id,modality,fov_category,mean_dx_mm,mean_dy_mm,mean_dz_mm,mean_abs_dx_mm,mean_abs_dy_mm,mean_abs_dz_mm,mean_radial_mm
amos_0048,CT,FOV-A,13.611053374637754,73.55438053338916,-50.249434811706884,13.611053374637754,73.55438053338916,50.249434811706884,91.36525810788117
amos_0052,CT,FOV-A,2.1020056055772978,57.386462666286775,-17.95839723696376,13.308412840886374,57.386462666286775,17.95839723696376,62.98727117052176
amos_0058,CT,FOV-B,12.685084749268317,20.51860302844365,-6.563952799200437,12.685084749268317,20.51860302844365,11.616266628257232,30.28515181428618
amos_0066,CT,FOV-A,-13.423413052478244,51.57795774533634,-19.231358213502364,13.500541656376617,51.57795774533634,19.231358213502364,59.33648024954841
amos_0064,CT,FOV-A,-3.259706172175152,52.87969507651298,-8.779732896068799,8.46304711567798,52.87969507651298,12.50893149933069,56.14643917823697
amos_0057,CT,FOV-A,-14.864169679428702,47.9537318040164,11.530400991580617,16.427509611366197,47.9537318040164,17.202894808794372,58.21361657985771
amos_0069,CT,FOV-A,-6.571631994309216,50.2686777106632,-26.685109669115825,8.940380320216043,50.2686777106632,28.777362412831206,60.780558598144324
amos_0075,CT,FOV-A,-5.787622534583588,44.65224564738997,-15.399415220924084,9.08729933542291,44.65224564738997,15.399415220924084,49.544012276189726
amos_0067,CT,FOV-B,11.358179872279834,37.86935791539313,-39.8117047611363,13.991895778130017,37.86935791539313,42.746169522128476,60.68545475832245
amos_0078,CT,FOV-A,5.455473615681296,57.85617328980177,-11.987274596608463,7.076539053692019,57.85617328980177,14.354752111266103,60.63501019786319
amos_0071,CT,FOV-B,15.101741149681542,56.71147265948145,20.030311489630947,15.101741149681542,56.71147265948145,20.030311489630947,63.39573628886145
amos_0060,CT,FOV-B,0.4700281774459547,42.90315350725946,-54.71555555717734,6.433134817523223,42.90315350725946,56.99807360085288,73.24977354071785
amos_0076,CT,FOV-B,-4.045242026422246,48.707075124891965,-36.783827662261345,7.2683047370703,48.707075124891965,36.783827662261345,62.161011469245146
amos_0072,CT,FOV-B,5.4989190282313105,27.64388328669783,-20.43977105036224,8.418741809199977,27.64388328669783,20.874746023530886,36.719187977390284
amos_0084,CT,FOV-A,-4.944991447332878,48.90128651817188,-16.84510650540495,6.585754675316906,48.90128651817188,16.84510650540495,52.70747593226394
amos_0083,CT,FOV-A,-1.3297549046475996,42.18018141391224,-3.606668818046531,6.767052288635562,42.18018141391224,11.562727151902573,45.97727201294245
amos_0088,CT,FOV-B,5.35282542951412,38.66064961101586,-16.539477391980594,7.856683711483111,38.66064961101586,19.2442683211817,45.122040930113904
amos_0079,CT,FOV-B,-4.9242429494113935,58.562294476003466,-41.38508274244864,6.8580500387052705,58.562294476003466,41.38508274244864,73.90636530580117
amos_0086,CT,FOV-A,-0.865287463113156,40.75277668961875,-22.59452508634684,6.511953752665377,40.75277668961875,22.59452508634684,48.47865945160983
amos_0077,CT,FOV-A,11.988800558891805,23.90375614214072,-32.195930701283906,12.00457518747736,23.90375614214072,32.195930701283906,43.94342154002557
amos_0081,CT,FOV-B,-6.892962609500261,35.46302403221145,-23.6421007996081,9.557411790985986,35.46302403221145,25.37829752359687,45.84148401443625
amos_0094,CT,FOV-A,-7.307546724837197,38.05629804013319,-49.84960880177728,8.531477026407428,38.05629804013319,49.84960880177728,65.6434496161813
amos_0089,CT,FOV-A,8.282710000238373,54.04323005813225,-14.648117259324211,8.600080913557237,54.04323005813225,15.330795967371508,58.12002650113343
amos_0098,CT,FOV-A,-0.6222559830353617,48.32926916460308,-13.490767862716348,5.630925246642056,48.32926916460308,15.030221617715112,52.3044995475346
amos_0092,CT,FOV-A,-0.8342940919313885,36.35460551994892,-5.605905355992596,6.225549255201995,36.35460551994892,8.729799973367017,38.68944042537783
amos_0097,CT,FOV-A,7.180368010713467,36.17488194579793,-11.012271188755923,11.018569427907106,36.17488194579793,15.257598176325788,42.25389620830806
amos_0104,CT,FOV-A,-7.516811151126511,50.861896516201725,-4.485397364850347,9.234915566373504,50.861896516201725,9.606552838153805,53.5844697211508
amos_0103,CT,FOV-B,-9.145789707354542,28.407092047814,-34.55050308244336,9.831077141752099,28.407092047814,34.55050308244336,47.400998844717186
amos_0099,CT,FOV-B,21.151738237758114,51.486408439512374,-33.420352192992134,21.151738237758114,51.486408439512374,33.420352192992134,68.53230245655104
amos_0102,CT,FOV-A,-5.171984885091714,40.353335041369974,-2.6448125805299836,6.871501102035851,40.353335041369974,15.68717938877165,45.28321286421751
amos_0105,CT,FOV-B,-4.948096808321548,55.78209294929312,-14.59486766402869,7.582859890322022,55.78209294929312,23.468105828325413,62.54648387359179
amos_0109,CT,FOV-A,13.235100596765312,40.99003765037465,-27.790053441870207,13.235100596765312,40.99003765037465,27.790053441870207,53.298356227555516
amos_0111,CT,FOV-A,10.358219763298374,59.96861964065886,-40.66777692087374,10.358219763298374,59.96861964065886,43.255661215053536,76.58178205260643
amos_0110,CT,FOV-B,-9.821582124088337,42.194482148103525,-23.20035341372148,10.02581579807131,42.194482148103525,23.20035341372148,50.13890886948092
amos_0118,CT,FOV-A,-7.718165699730372,59.2409768677187,-25.36314991156418,9.302721258427093,59.2409768677187,25.36314991156418,66.70975988947299
amos_0113,CT,FOV-A,2.1298061892263633,40.84056928641629,-22.210680878599252,7.779767395790578,40.84056928641629,22.915119694830043,49.40661675855324
amos_0115,CT,FOV-A,4.193827068482809,32.37075888184352,-29.869789922404433,8.092948614794425,32.37075888184352,29.869789922404433,45.96454600131353
amos_0127,CT,FOV-A,-4.556321988045942,33.19775915334979,-10.172163662820193,7.039879250534492,33.19775915334979,11.58180755176561,37.2426603873862
amos_0116,CT,FOV-A,2.9746084541668507,33.99844004628935,-24.04618066419654,5.12290006598239,33.99844004628935,26.543705058343903,44.62013534491205
amos_0121,CT,FOV-B,7.7895993417308285,35.08215093414507,-7.611022449613014,9.729763837024516,35.08215093414507,12.55977462294521,40.21066816631648
amos_0126,CT,FOV-B,5.988828276876098,30.095742191769954,6.219527629035686,7.129532446470742,30.095742191769954,14.469083181148683,36.655791881860246
amos_0124,CT,FOV-A,-5.547531075136533,50.54763434948199,9.07224779062511,11.951163962389407,50.54763434948199,11.86967976566895,55.004595103038284
amos_0119,CT,FOV-B,1.9883116329014572,32.69984235034318,1.4975448084570264,4.113721361919859,32.69984235034318,9.9382190949532,36.58468411221727
amos_0129,CT,FOV-B,6.85951268086061,51.83827099641167,-6.350562942146277,7.864125780008982,51.83827099641167,9.204953589852964,53.84134204176441
amos_0133,CT,FOV-B,-3.531037783150169,40.9661792683006,-6.9964568235107985,7.01153134348807,40.9661792683006,12.270872425956947,44.127588646609766
amos_0125,CT,FOV-B,-6.912918254406935,33.537960904085224,-29.60576469698073,7.797471900522991,33.537960904085224,32.01310885257301,48.62477856452475
amos_0138,CT,FOV-A,3.7099314251832096,37.4549112639208,-17.72849319489166,9.252395926146232,37.4549112639208,18.42175189132319,44.266276208833595
amos_0134,CT,FOV-B,-6.457709396255227,41.16226145861788,40.99316181156332,7.416441024957679,41.16226145861788,40.99316181156332,59.13825979915452
amos_0141,CT,FOV-A,3.2376365923325987,57.03667533553643,-19.142468396364574,6.419968279630414,57.03667533553643,19.142468396364574,61.299994978674405
amos_0135,CT,FOV-A,26.090675750696967,55.19995842552516,12.523470648283258,26.090675750696967,55.19995842552516,14.803554320912175,64.23227679001013
amos_0147,CT,FOV-A,-3.9140093043114215,53.08290498616927,-39.49653215353427,8.768280422903992,53.08290498616927,39.49653215353427,67.86039260846873
amos_0152,CT,FOV-A,0.27369425757456195,54.459725940930454,9.961721538701749,10.671557761222676,54.459725940930454,10.390197699827725,58.0250292604597
amos_0143,CT,FOV-B,-0.45873430380175245,33.82904783868678,-4.856533334607624,6.459459203682766,33.82904783868678,9.540379643650587,37.5333448889453
amos_0137,CT,FOV-A,-12.135365233488809,37.0368828697029,28.359199631481033,14.107191123698351,37.0368828697029,28.359199631481033,49.882326902717004
amos_0131,CT,FOV-A,-5.669768599634597,57.45149131605924,-43.88296707123637,7.604166693253261,57.45149131605924,46.11215427612638,75.47408083246644
amos_0149,CT,FOV-A,-2.8632609024963123,58.74500602810979,-32.570045006351556,8.776105822913632,58.74500602810979,33.87766016272631,69.82915884091787
amos_0156,CT,FOV-B,0.30368056305498364,39.324321724200004,-14.815698395494987,12.063148006198594,39.324321724200004,17.121937103304163,48.765250100115956
amos_0154,CT,FOV-A,3.0133236228623637,33.376117965518944,11.45011471061011,3.8224329433007074,33.376117965518944,18.588258355476572,41.08348185398604
amos_0153,CT,FOV-B,7.5952274279469885,55.343881251655375,-15.229816696736808,11.967189328784759,55.343881251655375,17.5513042202247,61.322607288603926
amos_0142,CT,FOV-A,12.52360525817325,36.177476231773426,-48.27571758846478,13.293811460562356,36.177476231773426,48.27571758846478,64.43788914962916
amos_0158,CT,FOV-A,0.48684332271550684,51.32423825929376,-17.863672594137842,7.580093971932521,51.32423825929376,19.955823678050642,57.668508901865906
amos_0160,CT,FOV-A,4.739450851371595,27.919023420749834,-17.324615416253877,5.611359724441276,27.919023420749834,17.885906444838792,35.133279443861774
amos_0162,CT,FOV-A,-2.362743663502184,51.63981194176509,-19.873254609249823,6.340377032250506,51.63981194176509,19.873254609249823,57.01572406517464
amos_0166,CT,FOV-A,8.926676513575593,35.662965228592746,-19.617992246258,9.461502284773667,35.662965228592746,19.617992246258,42.950064563456934
amos_0161,CT,FOV-B,7.580692467050067,34.69984218407096,6.494119510547383,9.197861040169157,34.69984218407096,14.110927931388991,40.904418025424924
amos_0159,CT,FOV-B,4.763093470963773,48.72974743031526,-13.308550438269064,5.977321207374385,48.72974743031526,13.96569045991993,51.67385932855196
amos_0170,CT,FOV-A,3.883230375458752,52.34436820519157,-9.53342676719911,6.531176459419613,52.34436820519157,10.602988226183713,54.79977232696657
amos_0175,CT,FOV-B,18.305924886756316,50.48420701546147,-1.9645929123665005,18.305924886756316,50.48420701546147,10.547291583698991,56.54424604752819
amos_0171,CT,FOV-A,-9.068270685352445,78.16469900339033,-29.319697038293853,11.88119208238108,78.16469900339033,29.863630057521537,86.61607503409047
amos_0177,CT,FOV-B,-3.5488855680447235,42.407985908275236,11.164404897405984,5.846792027026169,42.407985908275236,14.87786682342982,45.927431988750776
amos_0172,CT,FOV-B,3.0306717489793016,27.370985963314684,-26.45077812053429,6.693128178160902,27.370985963314684,26.519116872801412,40.60895124577771
amos_0184,CT,FOV-A,-0.14682067791387718,34.498767006480115,-26.103419265406682,8.909906515005975,34.498767006480115,26.543336799430563,47.337589752946336
amos_0180,CT,FOV-A,-23.767353978579603,47.44710301540133,-32.55615224998143,23.767353978579603,47.44710301540133,32.55615224998143,64.2399531207282
amos_0179,CT,FOV-B,3.8891675575374998,50.490140949028536,-17.35745331318285,6.085779022155549,50.490140949028536,18.64145674842806,54.8817958220116
amos_0181,CT,FOV-A,0.22483038104993952,46.20846257049562,-15.139517566027068,4.744599238741733,46.20846257049562,17.284170764087953,50.460322895454205
amos_0185,CT,FOV-A,11.598333439236988,29.412539367420663,6.193707292306651,14.75142641665252,29.42295699435031,17.937598216021357,41.17890403771225
amos_0173,CT,FOV-A,2.535445455018867,64.98942009644514,-16.497713932602288,10.160608830484101,64.98942009644514,18.49244221656587,70.50519729258707
amos_0186,CT,FOV-B,0.966572156643963,49.99351455518386,-33.838037951598814,6.462846482401599,49.99351455518386,33.838037951598814,61.4824544728925
amos_0188,CT,FOV-B,18.82438266947319,44.97410373791469,-8.508930736627045,18.82438266947319,44.97410373791469,13.65687701565705,52.27962168215073
amos_0196,CT,FOV-A,-16.235246782218713,59.14376677162474,-29.185229400430156,18.512450369938758,59.14376677162474,29.657461002166897,69.89293712639774
amos_0198,CT,FOV-A,-0.11261928121755105,49.505186091039874,-21.248537264298132,6.3566870659833254,49.505186091039874,23.576643164415568,56.829393084652885
amos_0193,CT,FOV-A,-0.3875630681160459,44.62648392327655,-21.04863705171459,8.280234960992722,44.62648392327655,21.54641027398354,51.48171428434039
amos_0192,CT,FOV-B,-7.687754951728973,32.45005748455739,-20.628043524170558,10.654484198187726,32.45005748455739,23.163844522610265,42.70335048597992
amos_0190,CT,FOV-B,-6.22266145749624,33.39621533450667,2.7687046113853575,6.631207631717477,33.39621533450667,12.937133153203003,37.74943918181075
amos_0195,CT,FOV-A,10.298166328410108,43.14425036023362,-11.745304006930837,10.298166328410108,43.14425036023362,11.955577361382074,46.86760596352144
amos_0197,CT,FOV-B,12.785586283415963,44.872459702719155,-20.669530105564647,12.785586283415963,44.872459702719155,24.782107059842136,54.129765147517524
amos_0199,CT,FOV-B,4.695956318883284,28.23419611922602,-33.7204971215799,8.50826504055288,28.23419611922602,33.7204971215799,47.358673789390735
amos_0212,CT,FOV-B,-0.6419409221853203,40.5398722174876,-24.407089090007457,6.4582214482464515,40.5398722174876,24.705925239532643,49.5632064473963
amos_0215,CT,FOV-B,-5.017877041642063,63.75384799417796,-23.364961941827527,8.858681336139252,63.75384799417796,23.364961941827527,70.15061317126211
amos_0224,CT,FOV-B,0.3783005736915769,39.86152296187388,-34.10439233567087,4.325697115944203,39.86152296187388,34.10439233567087,54.16835656366837
amos_0225,CT,FOV-B,0.9445885241077956,41.60799579344551,-27.869808167192666,7.240601173952541,41.60799579344551,27.94286892539255,52.56527668456382
amos_0231,CT,FOV-B,4.828378895586608,56.57263829089019,-31.24860901332744,5.416132166540306,56.57263829089019,32.96555631353309,67.26647574628088
amos_0230,CT,FOV-B,-0.9333277722981729,36.39171964753377,-18.259789197549313,5.094362953862471,36.39171964753377,18.259789197549313,43.55013994348458
amos_0217,CT,FOV-B,-9.799065729439423,54.31173764478785,-2.154891226640378,10.157879544706912,54.31173764478785,5.378638903620822,56.182535639685526
amos_0214,CT,FOV-B,-4.683917792385816,57.86971381753894,7.302169414833078,8.296255323371605,57.86971381753894,9.40010650236974,60.14866418170048
amos_0226,CT,FOV-B,-2.1889490223491435,56.15515590216751,-21.010666241962273,8.156485593291825,56.15515590216751,21.010666241962273,61.57553632171246
amos_0235,CT,FOV-B,3.340163942608285,44.06890017130149,-1.672351966991289,5.987263618433832,44.06890017130149,18.481630498618934,49.43179715805537
amos_0259,CT,FOV-B,4.589378431381842,28.88004598805316,-10.766228359121131,5.153995447998087,28.88004598805316,11.436411038486222,33.095328206214376
amos_0254,CT,FOV-B,-0.9960643025158942,37.92561395717039,5.707631318964525,3.6537474799541987,37.92561395717039,11.78508973881812,40.44466903523926
amos_0242,CT,FOV-B,-3.0538765709402966,73.85249217857049,-19.49949224070785,5.279850471261325,73.85249217857049,19.864335081070596,77.47285167041373
amos_0245,CT,FOV-B,-16.17401153802507,66.58472195185246,2.481349414173267,16.876602037853015,66.58472195185246,14.463439757299037,71.68085665766309
amos_0237,CT,FOV-B,8.0477888307342,53.5266598037889,-33.81030517955258,9.008068043700682,53.5266598037889,33.81030517955258,65.09817811472337
amos_0239,CT,FOV-B,-2.6385051019598666,42.56805363490462,-19.052800567603832,3.774718053330559,42.56805363490462,19.18082506453701,48.54392131574441
amos_0263,CT,FOV-B,-2.3496509347372463,55.58269775888153,-9.265024940926484,7.251183239332474,55.58269775888153,27.39825387811784,67.8795911527473
amos_0248,CT,FOV-B,3.053428235792855,53.08683717697131,-9.264457542181523,4.896825682932235,53.08683717697131,13.121622146415866,55.59332431618097
amos_0249,CT,FOV-B,5.492445061579829,35.93443568889457,12.50708179916822,8.019038325745724,35.93443568889457,16.997663987299134,42.908274304818974
amos_0268,CT,FOV-B,-4.458469531861811,57.82244173883501,-36.15112109703126,9.8739030959956,57.82244173883501,36.15112109703126,73.60755290335229
amos_0264,CT,FOV-B,2.5182395955051016,67.30791616737405,-18.819359718060664,7.23688251386533,67.30791616737405,20.484293759114994,71.98008185972897
amos_0272,CT,FOV-B,-0.7926279841529951,61.41205815723076,-5.079723830096433,3.6698793829561054,61.41205815723076,12.211363366695029,63.15908044122247
amos_0276,CT,FOV-B,-6.0361598975720465,39.332646931978715,-13.68878063815434,7.867504984673934,39.332646931978715,14.837026440072584,43.883110574280046
amos_0273,CT,FOV-B,-5.425354933423576,56.991609675353736,-10.605806787989756,8.187114660050101,56.991609675353736,14.891571540317296,60.43562720830023
amos_0288,CT,FOV-B,2.5263792951464485,60.512790363108046,-3.5254252779492417,6.801691423088303,60.512790363108046,8.291411521846367,61.833675577167696
amos_0274,CT,FOV-B,6.90175632805442,44.01828608283223,-6.163124615399064,8.35833445902066,44.01828608283223,11.041426309885333,49.126269793558514
amos_0281,CT,FOV-B,-14.066438025755934,63.49433214570365,0.21180955978574995,16.711784586611675,63.49433214570365,11.640365221296124,67.903115026872
amos_0302,CT,FOV-B,-5.100098172107759,32.92967873736304,-32.84433224591271,5.968095952222048,32.92967873736304,32.84433224591271,48.018669104484665
amos_0279,CT,FOV-A,-12.98411782530954,37.434322776702764,-7.625771298207845,13.0108223806357,37.434322776702764,8.52854000954477,42.275789615041624
amos_0296,CT,FOV-A,-12.864369923894083,48.59662176378235,-35.23818431177579,13.65694335232006,48.59662176378235,35.23818431177579,64.32775695623552
amos_0282,CT,FOV-A,12.351683546611543,61.664850697052266,-17.96329983392067,12.351683546611543,61.664850697052266,22.102475961320614,68.16486394470728
amos_0294,CT,FOV-B,-2.1228708038027473,62.4096103093275,-9.992825665265114,12.163091272512318,62.4096103093275,15.959656396282458,68.63379453364239
amos_0299,CT,FOV-A,-9.495355912639809,42.59558453089334,-38.90544363173265,12.471552552356748,42.59558453089334,38.90544363173265,60.90488717346851
amos_0330,CT,FOV-B,-3.2386992263762306,43.20811471514651,0.2576958113675763,6.486112408178128,43.20811471514651,15.973886728753333,48.17168621403135
amos_0301,CT,FOV-B,-2.787125363026336,43.39571404785605,-11.428408053304828,7.262914200691825,43.39571404785605,13.055203426248385,48.135881306290614
amos_0297,CT,FOV-B,5.273916807746998,59.70080393002375,-16.235450709991095,7.228844813134367,59.70080393002375,19.491691010528765,64.16468950351944
amos_0321,CT,FOV-B,2.766679699264959,54.63932046145683,-12.187974655594008,10.820364113113003,54.63932046145683,15.019826517120464,59.89761002628533
amos_0317,CT,FOV-B,5.388083937816548,32.960862344962884,-4.122506189983096,9.550302991421198,32.960862344962884,11.748042451203977,38.75630207338434
amos_0307,CT,FOV-B,-5.000280123199141,50.383805026934645,-8.706939028185612,8.199330510663062,50.383805026934645,17.371417719386777,55.458447071989895
amos_0332,CT,FOV-B,-5.078017103312904,41.57392264182466,-35.23176228160032,8.248796567788503,41.57392264182466,35.55675636154542,56.57100901087327
amos_0349,CT,FOV-B,-3.048428198352872,51.317520587190984,-19.408087095470737,6.205115755704796,51.317520587190984,21.047149406359623,56.8118897848717
amos_0341,CT,FOV-B,2.920381427121984,35.601109021449524,5.373123338334434,4.815842119236314,35.601109021449524,14.939460761472143,40.49700597771712
amos_0320,CT,FOV-B,7.589277346442643,36.890173810739256,14.832989804916554,9.990162259531498,40.730892707919985,19.784744058468355,51.715017334128284
amos_0337,CT,FOV-A,-5.213385114016678,62.914586085872166,6.400395833417169,5.74626175964626,62.914586085872166,9.855649313849478,64.24954797024438
amos_0336,CT,FOV-B,-0.26459123881015156,51.28215949260648,-6.458836433779478,4.138459296150552,51.28215949260648,10.45127434991125,53.79306426063934
amos_0361,CT,FOV-B,7.117900424037111,44.72595649463054,-13.866383675948054,7.299881909996686,44.72595649463054,13.866383675948054,48.00006487761773
amos_0350,CT,FOV-B,3.8584514409949167,66.23988442487733,3.589821652805214,4.803894607703159,66.23988442487733,8.37808230495682,67.89277536496223
amos_0366,CT,FOV-B,-1.7724951802317892,40.09779173739571,-18.654748125047703,6.012147656013013,40.09779173739571,18.654748125047703,46.05726933558127
amos_0353,CT,FOV-B,3.3198269722778333,52.82685500732053,-23.89068906193081,6.39975743565654,52.82685500732053,23.89068906193081,59.29769848472727
amos_0362,CT,FOV-A,20.879358416121995,49.59205788828019,-14.033934167139618,20.90979696873131,49.59205788828019,20.618240010957248,59.41365311400685
amos_0367,CT,FOV-A,4.872622937334691,22.74496141629117,-18.565444305183217,5.150090371048235,22.74496141629117,18.565444305183217,31.038629853564903
amos_0348,CT,FOV-B,-4.281179013636163,40.03647853280372,-24.71600755248869,6.898602908405697,40.03647853280372,24.71600755248869,48.0358778547226
amos_0371,CT,FOV-B,-7.811756167688909,29.099354029688623,-19.596703829636894,9.480309634472865,29.099354029688623,22.990106340016737,39.843685058165626
amos_0376,CT,FOV-B,-3.0082408542000714,29.333474967855068,-44.76203645040351,7.269129108347204,29.333474967855068,44.76203645040351,55.57158097583259
amos_0370,CT,FOV-A,7.713082445217213,29.78754093407828,-15.07885745119393,11.25618882622205,29.78754093407828,18.242240202217364,39.83502768436964
amos_0374,CT,FOV-A,-2.017587923613095,28.155312322015618,-48.271667363684145,8.699323925412093,28.155312322015618,48.271667363684145,57.243639048979716
amos_0358,CT,FOV-B,2.1207796495399496,24.674339885232246,-18.229440687447703,5.423268134392148,24.674339885232246,19.081638115674682,34.81579711094303
amos_0351,CT,FOV-A,-5.572919007103988,50.028409398943815,-33.13813775234593,6.868741978961209,50.028409398943815,33.13813775234593,62.57799490512136
amos_0380,CT,FOV-B,15.977078243312272,42.73573698359231,-37.407438807537766,15.977078243312272,42.73573698359231,37.407438807537766,61.484962796270686
amos_0378,CT,FOV-B,14.798470653917342,47.32076417470648,-16.72244874189989,14.8941181529269,47.32076417470648,20.08723658672091,54.90201129603693
amos_0379,CT,FOV-B,16.449977073640657,54.863701949471896,-32.97562855695575,16.449977073640657,54.863701949471896,32.97562855695575,67.54952509862484
amos_0381,CT,FOV-A,9.786615896589913,34.751422569299386,-29.042229508879036,9.786615896589913,34.751422569299386,29.042229508879036,47.76539461537085
amos_0388,CT,FOV-B,3.601784508982558,41.636698213999765,-17.520181498232258,7.129789336968099,41.636698213999765,17.520181498232258,46.80983928718617
amos_0391,CT,FOV-A,1.2887318384897102,58.11444312891137,-25.125734945220234,4.854474643763669,58.11444312891137,25.125734945220234,65.01949330702381
amos_0384,CT,FOV-B,1.8501145124226852,30.59629842376484,-14.137597781685058,5.9003313321274735,30.59629842376484,14.949340313996121,37.246380752654744
amos_0383,CT,FOV-A,-4.351222288571228,38.37481116126889,-34.031926824601804,7.152818243377811,38.37481116126889,34.031926824601804,53.384322879749185
amos_0395,CT,FOV-B,-0.8160200611346883,31.852006528611113,-35.09552242963087,4.954256119701539,31.852006528611113,35.09552242963087,48.505309940003585
amos_0387,CT,FOV-B,12.519391788155495,37.1342592098887,-23.366549830295877,12.519391788155495,37.1342592098887,23.366549830295877,47.82895039093091
amos_0392,CT,FOV-B,0.43213683285969456,39.33513646528834,-14.496104924730785,6.119536630728471,39.33513646528834,15.331858306188513,43.791151817616495
amos_0398,CT,FOV-A,12.55441152178576,50.64745426365478,-24.51577525109761,12.55441152178576,50.64745426365478,24.51577525109761,59.98337039742535
amos_0390,CT,FOV-B,15.905041972062833,27.427539839349347,-34.419766882820745,15.905041972062833,27.427539839349347,35.299980323051074,48.96818475235072
