subject_id,action_id,sequence_dir,frame_index,depth_frame_path,cam_path,smpl_path,purpose
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,8,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000008.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,17,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000017.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,26,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000026.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,35,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000035.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,44,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000044.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,53,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000053.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,62,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000062.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,71,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000071.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000440,a000050,data_external/HuMMan/extracted/p000440_a000050,80,data_external/HuMMan/extracted/p000440_a000050/iphone_depth/iphone/000080.png,data_external/HuMMan/extracted/p000440_a000050/cameras.json,data_external/HuMMan/extracted/p000440_a000050/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,0,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,11,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000011.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,22,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000022.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,33,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000033.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,44,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000044.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,55,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000055.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,66,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000066.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,77,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000077.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,88,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000088.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000441,a000062,data_external/HuMMan/extracted/p000441_a000062,99,data_external/HuMMan/extracted/p000441_a000062/iphone_depth/iphone/000099.png,data_external/HuMMan/extracted/p000441_a000062/cameras.json,data_external/HuMMan/extracted/p000441_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,0,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,15,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000015.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,30,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000030.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,45,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000045.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,60,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000060.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,76,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000076.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,91,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000091.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,106,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000106.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,121,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000121.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000442,a000062,data_external/HuMMan/extracted/p000442_a000062,137,data_external/HuMMan/extracted/p000442_a000062/iphone_depth/iphone/000137.png,data_external/HuMMan/extracted/p000442_a000062/cameras.json,data_external/HuMMan/extracted/p000442_a000062/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,0,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,6,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000006.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,12,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000012.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,18,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000018.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,24,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000024.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,30,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000030.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,36,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000036.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,42,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000042.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,48,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000048.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000443,a000170,data_external/HuMMan/extracted/p000443_a000170,55,data_external/HuMMan/extracted/p000443_a000170/iphone_depth/iphone/000055.png,data_external/HuMMan/extracted/p000443_a000170/cameras.json,data_external/HuMMan/extracted/p000443_a000170/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,0,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,16,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000016.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,33,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000033.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,50,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000050.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,67,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000067.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,84,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000084.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,101,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000101.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,118,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000118.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,135,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000135.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000444,a000091,data_external/HuMMan/extracted/p000444_a000091,152,data_external/HuMMan/extracted/p000444_a000091/iphone_depth/iphone/000152.png,data_external/HuMMan/extracted/p000444_a000091/cameras.json,data_external/HuMMan/extracted/p000444_a000091/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,0,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,12,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000012.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,24,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000024.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,37,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000037.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,49,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000049.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,61,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000061.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,74,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000074.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,86,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000086.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,98,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000098.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000446,a000036,data_external/HuMMan/extracted/p000446_a000036,111,data_external/HuMMan/extracted/p000446_a000036/iphone_depth/iphone/000111.png,data_external/HuMMan/extracted/p000446_a000036/cameras.json,data_external/HuMMan/extracted/p000446_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,0,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,11,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000011.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,23,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000023.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,35,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000035.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,46,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000046.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,58,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000058.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,70,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000070.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,81,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000081.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,93,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000093.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000447,a000036,data_external/HuMMan/extracted/p000447_a000036,105,data_external/HuMMan/extracted/p000447_a000036/iphone_depth/iphone/000105.png,data_external/HuMMan/extracted/p000447_a000036/cameras.json,data_external/HuMMan/extracted/p000447_a000036/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,0,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000000.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,10,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000010.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,20,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000020.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,30,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000030.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
p000448,a000055,data_external/HuMMan/extracted/p000448_a000055,40,data_external/HuMMan/extracted/p000448_a000055/iphone_depth/iphone/000040.png,data_external/HuMMan/extracted/p000448_a000055/cameras.json,data_external/HuMMan/extracted/p000448_a000055/smpl_params.npz,sensor_acceptance_and_reconstruction
