case_id,split,mre_sys0,mre_sys1,mre_sys2,mre_sys3,delta_frame,delta_combined
v3_v2_case_254,locked_test,16.408340454101562,17.9402585779084,16.4021197307289,17.945337442021586,1.531918123806836,1.5369969879200234
v3_v2_case_256,locked_test,15.239421844482422,15.782391936564112,15.268766898197182,15.813701646936652,0.5429700920816902,0.5742798024542299
v3_v2_case_257,locked_test,14.643468856811523,22.779400107169465,14.654054611379875,22.769852343617867,8.135931250357942,8.126383486806343
v3_v2_case_267,locked_test,18.170915603637695,26.213290505114536,18.18632785841924,26.225108474958738,8.04237490147684,8.054192871321042
v3_v2_case_271,locked_test,14.243556022644043,47.01955287953568,14.216051843050382,47.03672803498483,32.77599685689164,32.79317201234079
v3_v2_case_272,locked_test,16.134666442871094,36.777978244111345,16.10835268679222,36.76120739422563,20.64331180124025,20.626540951354535
v3_v2_case_280,locked_test,26.91602325439453,29.254801755277224,26.913158422224303,29.2183788191766,2.338778500882693,2.3023555647820686
v3_v2_case_285,locked_test,16.04514503479004,34.247250298930865,16.076535368803633,34.25447887290834,18.202105264140826,18.209333838118297
v3_v2_case_287,locked_test,12.6816987991333,37.969893607188475,12.712939199156509,37.98937407674415,25.288194808055174,25.307675277610848
v3_v2_case_294,locked_test,19.037704467773438,43.73332295347784,19.020415029953146,43.68719157143293,24.6956184857044,24.649487103659496
v3_v2_case_300,locked_test,17.888751983642578,30.845503782451246,17.868410818849974,30.81324525223185,12.956751798808668,12.924493268589273
v3_v2_case_301,locked_test,16.4335994720459,37.29920755827721,16.450294714020572,37.2925315307682,20.865608086231312,20.858932058722303
v3_v2_case_343,locked_test,31.17894744873047,33.69443443037421,31.167630656154625,33.71858647929624,2.5154869816437397,2.5396390305657732
v3_v2_case_356,locked_test,14.678852081298828,16.76211654680641,14.692513525222918,16.75249634512238,2.0832644655075825,2.073644263823553
v3_v2_case_357,locked_test,16.07358741760254,17.352771092794796,16.066872761884166,17.351911266107667,1.2791836751922574,1.2783238485051278
v3_v2_case_362,locked_test,14.366802215576172,14.891134731478601,14.33863031433317,14.869634439302502,0.5243325159024295,0.5028322237263296
v3_v2_case_396,locked_test,14.317105293273926,14.95634431568353,14.328477293103472,14.980769883351417,0.6392390224096047,0.6636645900774916
v3_v2_case_420,locked_test,28.98461151123047,42.73158431161025,28.9680934879887,42.76380123395548,13.74697280037978,13.779189722725015
v3_v2_case_424,locked_test,50.16141128540039,50.7720070568583,50.17298344344069,50.7790944836478,0.6105957714579091,0.6176831982474127
v3_v2_case_458,locked_test,16.21114730834961,22.436501418562962,16.250812049000864,22.42975963811466,6.2253541102133525,6.218612329765051
v3_v2_case_020,validation,13.60098648071289,26.633719445059043,13.605075528481574,26.65301781419062,13.032732964346152,13.052031333477728
v3_v2_case_022,validation,16.602996826171875,19.05718473323447,16.619772440110495,19.043203411686797,2.4541879070625967,2.4402065855149218
v3_v2_case_026,validation,15.894783973693848,15.282185318642654,15.871881549758891,15.264632510076078,-0.6125986550511939,-0.6301514636177696
v3_v2_case_028,validation,16.019184112548828,17.49508346031628,16.02507283829319,17.4781952463982,1.4758993477674522,1.4590111338493728
v3_v2_case_029,validation,13.515336036682129,36.93018442320731,13.531898247484435,36.91259122044158,23.41484838652518,23.397255183759448
v3_v2_case_038,validation,17.140398025512695,28.39216891766739,17.157240326731788,28.403056938062168,11.251770892154696,11.262658912549472
v3_v2_case_054,validation,19.15949249267578,22.925224377391434,19.134165014534343,22.90634256766047,3.7657318847156525,3.746850074984689
v3_v2_case_063,validation,30.033164978027344,61.49329946136005,30.041300131673047,61.5168193235021,31.46013448333271,31.483654345474754
v3_v2_case_072,validation,38.82928466796875,41.095127303750665,38.80873386000793,41.11441494958534,2.2658426357819152,2.2851302816165884
v3_v2_case_078,validation,12.1929292678833,34.0785272946404,12.213675357136287,34.07541046351036,21.8855980267571,21.882481195627058
v3_v2_case_093,validation,13.851327896118164,36.85461889534759,13.856477268438587,36.84713431290358,23.003290999229428,22.995806416785413
v3_v2_case_099,validation,22.81551170349121,23.311288309691097,22.803987849954378,23.263604568110992,0.49577660619988606,0.44809286461978104
v3_v2_case_121,validation,21.165067672729492,20.938330991096763,21.174128494701485,20.929955883360826,-0.22673668163272964,-0.23511178936866628
v3_v2_case_126,validation,16.333585739135742,21.629962623469144,16.36037586230992,21.659338109032397,5.296376884333402,5.325752369896655
v3_v2_case_130,validation,14.627917289733887,41.03011376966809,14.637263800324295,41.02272366584043,26.402196479934204,26.394806376106544
v3_v2_case_143,validation,15.725048065185547,19.413151636642286,15.74317553370233,19.37137156089074,3.6881035714567396,3.646323495705193
v3_v2_case_144,validation,18.189565658569336,22.61464519222201,18.171180460987475,22.641527076185156,4.425079533652674,4.45196141761582
v3_v2_case_154,validation,25.39390754699707,35.69305374998237,25.397281984596205,35.67437286528927,10.299146202985298,10.280465318292201
v3_v2_case_155,validation,14.041400909423828,15.972224579701436,14.041323702849933,15.980093404399252,1.9308236702776078,1.9386924949754238
v3_v2_case_163,validation,11.196473121643066,18.734166875374605,11.182921936766737,18.7170232415991,7.5376937537315385,7.5205501199560345
v3_v2_case_169,validation,23.57303810119629,24.760067476180193,23.564481508152348,24.757437245520247,1.1870293749839043,1.184399144323958
v3_v2_case_172,validation,17.270811080932617,22.41228094101849,17.292598672342848,22.443372602000935,5.1414698600858735,5.172561521068317
v3_v2_case_178,validation,21.712854385375977,22.139689588966903,21.706843395829253,22.157980062944592,0.42683520359092597,0.44512567756861543
v3_v2_case_180,validation,16.834823608398438,17.992530239511925,16.796802346286572,17.969896848693676,1.1577066311134878,1.1350732402952382
v3_v2_case_181,validation,18.594947814941406,19.16812020589304,18.59996595066148,19.17264591089243,0.5731723909516333,0.5776980959510247
v3_v2_case_182,validation,39.9289665222168,39.768396505111006,39.94788997118385,39.79196646499647,-0.16057001710579044,-0.1370000572203267
v3_v2_case_187,validation,17.07369041442871,17.835354358676692,17.070721304172352,17.84682119646439,0.7616639442479816,0.773130782035679
v3_v2_case_197,validation,14.659400939941406,14.331908751345958,14.706440182305125,14.336869876699895,-0.32749218859544804,-0.32253106324151126
v3_v2_case_198,validation,11.09777545928955,28.459753422983237,11.110116948744778,28.468314611278913,17.361977963693686,17.370539151989362
v3_v2_case_205,validation,15.439153671264648,21.3981178868368,15.42341397727859,21.410717511919852,5.958964215572152,5.971563840655204
v3_v2_case_206,validation,18.19159507751465,22.045819177819972,18.19447183340776,22.0512578842419,3.8542241003053235,3.8596628067272505
v3_v2_case_220,validation,57.93408966064453,57.80654248159742,57.92290981078308,57.79934503114116,-0.127547179047113,-0.1347446295033734
v3_v2_case_232,validation,37.59751510620117,38.192293235211956,37.59733768538371,38.21434339657165,0.5947781290107841,0.6168282903704778
v3_v2_case_237,validation,17.887874603271484,21.627957334684343,17.889899900675367,21.62999419382227,3.7400827314128584,3.742119590550786
v3_v2_case_245,validation,18.229761123657227,16.49060391827998,18.23231522374942,16.512319221058327,-1.7391572053772464,-1.7174419025988996
v3_v2_case_247,validation,17.038644790649414,33.041244176558656,17.018504238033707,33.085301516322076,16.002599385909242,16.046656725672662
v3_v2_case_265,validation,19.613956451416016,19.938822579339597,19.63514717584467,19.936858127468206,0.32486612792358116,0.3229016760521901
v3_v2_case_276,validation,22.726207733154297,46.490876937733866,22.75448199140124,46.50560254583925,23.76466920457957,23.779394812684956
v3_v2_case_279,validation,20.641687393188477,58.00995789887099,20.676249654430002,58.00207688301289,37.36827050568251,37.36038948982441
v3_v2_case_288,validation,14.150829315185547,33.93252294600011,14.181068897460822,33.894554830028405,19.781693630814566,19.743725514842858
v3_v2_case_297,validation,12.448043823242188,15.459550092080885,12.428450834051166,15.479038255964536,3.0115062688386978,3.0309944327223484
v3_v2_case_298,validation,18.37679100036621,24.67382980539452,18.38999691794559,24.631939025423616,6.297038805028308,6.255148025057405
v3_v2_case_303,validation,17.978483200073242,53.782022760243564,17.967341761897064,53.7778367595466,35.80353956017032,35.79935355947336
v3_v2_case_308,validation,14.711655616760254,24.743153443581505,14.764812153515914,24.746095088345122,10.031497826821251,10.034439471584868
v3_v2_case_311,validation,14.848615646362305,21.062869708589712,14.86520645366649,21.051674784123765,6.214254062227408,6.203059137761461
v3_v2_case_333,validation,16.432903289794922,23.439519310150406,16.432939539211468,23.441380215217514,7.006616020355484,7.008476925422592
v3_v2_case_336,validation,13.740960121154785,16.67636691935809,13.782043314772835,16.685874053525826,2.9354067982033065,2.9449139323710405
v3_v2_case_337,validation,14.060768127441406,14.640680073240807,14.0576006031991,14.664824555757853,0.5799119457994006,0.6040564283164471
v3_v2_case_338,validation,22.523284912109375,22.629790185894308,22.555596813734002,22.590292032443916,0.1065052737849328,0.06700712033454082
v3_v2_case_341,validation,14.334572792053223,18.3845501311644,14.310884301641149,18.36912352995092,4.049977339111177,4.034550737897696
v3_v2_case_346,validation,15.195637702941895,19.80983569749171,15.203611605471538,19.80220507223933,4.614197994549816,4.606567369297437
v3_v2_case_351,validation,14.724291801452637,19.36352249643895,14.747402009864215,19.394552755257386,4.639230694986313,4.67026095380475
v3_v2_case_368,validation,28.00613784790039,45.21236396422178,28.0066858575535,45.24002031596442,17.20622611632139,17.23388246806403
v3_v2_case_372,validation,10.8567533493042,12.516613103823053,10.8425917747027,12.509094586020593,1.6598597545188536,1.6523412367163939
v3_v2_case_375,validation,13.02943229675293,23.772928864548316,13.04258526362184,23.784650410396864,10.743496567795386,10.755218113643934
v3_v2_case_388,validation,17.689334869384766,18.55444091811692,17.72308177117988,18.5326408178284,0.8651060487321551,0.8433059484436356
v3_v2_case_392,validation,14.415260314941406,22.77986489242725,14.366786472032429,22.774088675076307,8.364604577485842,8.3588283601349
v3_v2_case_393,validation,16.54366111755371,17.774101237135703,16.56390321628447,17.78024567392952,1.230440119581992,1.23658455637581
v3_v2_case_397,validation,14.90157413482666,39.68560631637819,14.89529154721261,39.670382040289105,24.78403218155153,24.768807905462445
v3_v2_case_429,validation,21.91836166381836,25.538851303419804,21.994916459354172,25.546926340667962,3.6204896396014448,3.628564676849603
v3_v2_case_434,validation,35.59049987792969,43.90808216347914,35.561707393678404,43.906023301583794,8.317582285549456,8.315523423654106
v3_v2_case_451,validation,22.467761993408203,28.005128835488573,22.528380655766263,28.024067425891918,5.53736684208037,5.556305432483715
v3_v2_case_461,validation,33.29894256591797,33.75854830953597,33.31644449559822,33.73310715974649,0.459605743617999,0.4341645938285197
