case_id,modality,fov_category,mre_sys0,mre_sys1,mre_sys2,mre_sys3,mre_oracle
amos_0066,CT,FOV-A,59.33648024954841,21.09320356160975,53.91413778642403,18.562019134216566,18.02261650764849
amos_0067,CT,FOV-B,60.68545475832245,37.696319297764475,56.08513206008207,33.17276098203273,24.94682175084963
amos_0069,CT,FOV-A,60.780558598144324,23.968538759193205,55.38664851021949,21.092314108090022,20.98745245639603
amos_0071,CT,FOV-B,63.39573628886145,41.871815724074594,59.12093312793494,36.84719783718564,14.698119042896003
amos_0072,CT,FOV-B,36.719187977390284,23.8892344991654,31.649932685133926,21.022526359265544,13.015426349258265
amos_0075,CT,FOV-A,49.544012276189726,15.162074115933292,43.99545159016633,13.342625222021297,14.961190120007055
amos_0076,CT,FOV-B,62.161011469245146,24.584879907817687,56.7261634208543,21.634694318879564,14.626611590321799
amos_0077,CT,FOV-A,43.94342154002557,33.701902886454754,39.831613596795854,29.65767454008018,15.638286061357736
amos_0078,CT,FOV-A,60.63501019786319,17.77158889920806,54.994419087783704,15.638998231303093,12.058811499593968
amos_0079,CT,FOV-B,73.90636530580117,39.69874727847362,68.57941532153141,34.934897605056776,29.859817346462
amos_0081,CT,FOV-B,45.84148401443625,24.01367166273817,40.67036239412812,21.13203106320959,16.630734887894096
amos_0083,CT,FOV-A,45.97727201294245,23.804759185392623,40.96413982727127,20.94818808314551,19.04795850348325
amos_0084,CT,FOV-A,52.70747593226394,12.147834463579143,46.98103329889048,10.690094327949646,10.866327873255333
amos_0086,CT,FOV-A,48.47865945160983,16.659457711848038,42.97206985911387,14.660322786426281,15.046275384337793
amos_0088,CT,FOV-B,45.122040930113904,20.15224884744366,39.73868888746451,17.733978985750433,17.794468477269604
amos_0089,CT,FOV-A,58.12002650113343,17.634452241625635,52.519234000953084,15.518317972630568,14.273760155486789
amos_0092,CT,FOV-A,38.68944042537783,17.15844552551344,33.29280627166399,15.099432062451841,11.78573660324365
amos_0094,CT,FOV-A,65.6434496161813,39.23614314934579,60.98870907816795,34.52780597142431,19.879905504259593
amos_0097,CT,FOV-A,42.25389620830806,20.34338256005445,37.038090548624716,17.902176652847913,14.705906368865811
amos_0098,CT,FOV-A,52.3044995475346,17.572891148469353,46.74368400224577,15.464144210653021,17.0509639803416
amos_0099,CT,FOV-B,68.53230245655104,38.435755371654814,63.57922356676542,33.82346472705624,26.601193533690136
amos_0102,CT,FOV-A,45.28321286421751,21.87632899059667,40.31222893185216,19.251169511725063,18.282061248937964
amos_0103,CT,FOV-B,47.400998844717186,31.629518760232635,42.7737571230713,27.833976509004717,16.73595325415546
amos_0104,CT,FOV-A,53.5844697211508,17.991118196939418,48.23175925795157,15.832184013306703,12.645420927802903
amos_0105,CT,FOV-B,62.54648387359179,25.024862912833918,57.164811778010645,22.02187936329385,23.343879937796014
amos_0109,CT,FOV-A,53.298356227555516,23.904552824799875,48.12529936956678,21.036006485823897,14.714470422604414
amos_0110,CT,FOV-B,50.13890886948092,16.114294898650414,44.651146723854204,14.180579510812352,10.999251138589276
amos_0111,CT,FOV-A,76.58178205260643,38.288545973044556,71.2895239601075,33.69392045627921,23.19737182768826
amos_0113,CT,FOV-A,49.40661675855324,20.36429374580661,44.152279344696574,17.92057849630982,18.267960795698276
amos_0115,CT,FOV-A,45.96454600131353,26.03108424293228,40.97719399368968,22.90735413378041,16.062254470512546
amos_0116,CT,FOV-A,44.62013534491205,22.642777034158893,39.47428790491097,19.925643790059812,15.757460747408443
amos_0118,CT,FOV-A,66.70975988947299,23.8778480718463,61.08194392974485,21.012506303224743,18.741591687363275
amos_0119,CT,FOV-B,36.58468411221727,25.482520575083992,31.6701488837408,22.424618106073915,13.92294343722486
amos_0121,CT,FOV-B,40.21066816631648,21.69043436416056,35.118382413245186,19.087582240461277,15.599645567477458
amos_0124,CT,FOV-A,55.004595103038284,31.042172026706975,50.33210473464769,27.317111383502148,19.273848357029763
amos_0125,CT,FOV-B,48.62477856452475,26.29382858259833,43.77186922121423,23.138569152686525,17.0971176129264
amos_0126,CT,FOV-B,36.655791881860246,30.79443113315242,32.39655409762368,27.099099397174133,19.088657163560022
amos_0127,CT,FOV-A,37.2426603873862,20.34853037671156,31.853765638412394,17.906706731506187,13.379646881579237
amos_0129,CT,FOV-B,53.84134204176441,15.852051394403764,48.31273875936525,13.9498052270753,10.171579511648728
amos_0131,CT,FOV-A,75.47408083246644,41.33251237147396,70.26209714489963,36.372610886897085,25.71688699796248
amos_0133,CT,FOV-B,44.127588646609766,17.76205451790089,38.819473587307385,15.630607975752785,14.577075468706601
amos_0134,CT,FOV-B,59.13825979915452,57.89603842881444,56.79380117147142,50.94851381735671,11.349730836556507
amos_0135,CT,FOV-A,64.23227679001013,43.09675005062187,60.03542821742675,37.925140044547256,17.81126905792568
amos_0137,CT,FOV-A,49.882326902717004,47.60322665859159,47.040960288594,41.890839459560574,12.856834221710402
amos_0138,CT,FOV-A,44.266276208833595,20.090340694187997,38.879907887449434,17.679499810885453,17.189240340879095
amos_0141,CT,FOV-A,61.299994978674405,18.247184429103825,55.584742943636684,16.057522297611367,15.252607151862378
amos_0142,CT,FOV-A,64.43788914962916,41.58777953483543,59.98059015181416,36.597245990655175,22.252285497417997
amos_0143,CT,FOV-B,37.5333448889453,20.89563115182347,32.446189351696134,18.388155413604657,14.534686566403552
amos_0147,CT,FOV-A,67.86039260846873,30.520801861689904,62.541431135151484,26.858305638287117,17.107352281593684
amos_0149,CT,FOV-A,69.82915884091787,28.007991068167204,64.29700489216968,24.64703213998715,21.30693252258953
amos_0152,CT,FOV-A,58.0250292604597,31.961176544142766,53.22349094363244,28.125835358845624,19.253775908994328
amos_0153,CT,FOV-B,61.322607288603926,24.091076409344527,55.93226976932692,21.200147240223185,19.22665369263962
amos_0154,CT,FOV-A,41.08348185398604,34.61512544207082,37.2561953579038,30.46131038902231,21.24992204423891
amos_0156,CT,FOV-B,48.765250100115956,24.48617355752233,43.59751114424215,21.547832730619653,23.143321254172232
amos_0158,CT,FOV-A,57.668508901865906,19.58547099083646,52.22390777724435,17.235214471936064,18.20641427658351
amos_0159,CT,FOV-B,51.67385932855196,13.500544009098348,46.01056521579947,11.880478728006544,12.071874995307642
amos_0160,CT,FOV-A,35.133279443861774,22.758516615402193,29.852056990920925,20.027494621553938,11.512180115906348
amos_0161,CT,FOV-B,40.904418025424924,33.02411124199494,36.890793234515876,29.06121789295553,19.279342077559807
amos_0162,CT,FOV-A,57.01572406517464,15.922959147038245,51.36461871184858,14.012204049393667,14.61878162703128
amos_0166,CT,FOV-A,42.950064563456934,19.630933748021636,37.56119213784731,17.275221698259063,12.894862783737857
amos_0170,CT,FOV-A,54.79977232696657,17.012710306806976,49.22404066945013,14.971185069990145,14.169647924341994
amos_0171,CT,FOV-A,86.61607503409047,41.62642119429733,80.996966170042,36.63125065098165,20.77841895945628
amos_0172,CT,FOV-B,40.60895124577771,27.395099719850453,35.67743388463716,24.1076877534684,16.839356688543795
amos_0173,CT,FOV-A,70.50519729258707,30.705751192608655,65.03046572830426,27.02106104949561,24.892765621827017
amos_0175,CT,FOV-B,56.54424604752819,28.363225637274688,51.62410208309934,24.95963856080174,17.177221732555545
amos_0177,CT,FOV-B,45.927431988750776,29.010004356149476,41.380063914994494,25.52880383341154,12.791426682058933
amos_0179,CT,FOV-B,54.8817958220116,13.484033539089548,49.22331691799386,11.865949514398805,11.999860505655477
amos_0180,CT,FOV-A,64.2399531207282,32.80910266008097,59.25881237010915,28.872010340871256,15.691359264617013
amos_0181,CT,FOV-A,50.460322895454205,15.703778057077477,44.874199704772515,13.819324690228175,15.700901003455867
amos_0184,CT,FOV-A,47.337589752946336,24.720950529352514,42.30640983785072,21.754436465830224,19.029479797777963
amos_0185,CT,FOV-A,41.17890403771225,37.78994260572092,37.830750530694765,33.25514949303441,23.73302947506377
amos_0186,CT,FOV-B,61.4824544728925,23.013414942325408,55.98035849885268,20.25180514924636,14.758841501890606
amos_0188,CT,FOV-B,52.27962168215073,24.857225369517995,47.292214148329705,21.87435832517583,17.38634006667498
amos_0190,CT,FOV-B,37.74943918181075,29.762566435958238,33.18177604850717,26.19105846364326,16.060598619231364
amos_0192,CT,FOV-B,42.70335048597992,24.663355044214097,37.72366582030655,21.70375243890841,18.648244412182883
amos_0193,CT,FOV-A,51.48171428434039,18.28742460379707,45.96934445489603,16.09293365134142,17.82781875473567
amos_0195,CT,FOV-A,46.86760596352144,17.153577146070315,41.35412617801481,15.095147888541876,12.99199145725353
amos_0196,CT,FOV-A,69.89293712639774,30.461539247592032,64.46240531269686,26.806154537880992,18.35722542155184
amos_0197,CT,FOV-B,54.129765147517524,23.483953749978312,48.84820135616253,20.66587929998092,18.515597836316456
amos_0198,CT,FOV-A,56.829393084652885,19.893430398137692,51.359920671425456,17.5062187503612,18.785936173442245
amos_0199,CT,FOV-B,47.358673789390735,32.31938098714419,42.757428908389784,28.44105526868689,20.011910997953066
amos_0212,CT,FOV-B,49.5632064473963,18.754119863130548,44.16537631958722,16.503625479554884,15.586310608191138
amos_0214,CT,FOV-B,60.14866418170048,29.94089189551086,55.11576393612906,26.34798486804955,14.664249878996745
amos_0215,CT,FOV-B,70.15061317126211,26.03261130464425,64.51842495351207,22.908697948086942,15.593962453367727
amos_0217,CT,FOV-B,56.182535639685526,21.429136677793096,50.80291452416231,18.857640276457925,12.027453387964597
amos_0224,CT,FOV-B,54.16835656366837,22.300000017386076,48.95873454756077,19.624000015299753,14.305623448853199
amos_0225,CT,FOV-B,52.56527668456382,20.253295695995764,47.211761100382546,17.822900212476277,16.481699947674564
amos_0226,CT,FOV-B,61.57553632171246,18.5932809611661,55.915923695620364,16.362087245826164,14.491258041861615
amos_0230,CT,FOV-B,43.55013994348458,17.409975227202324,38.11105730801934,15.320778199938045,14.55058368955606
amos_0231,CT,FOV-B,67.26647574628088,25.940209743563127,61.7664631500066,22.827384574335547,16.0918448958538
amos_0235,CT,FOV-B,49.43179715805537,22.19095152529297,44.46040413196741,19.528037342257825,20.86628883150416
amos_0237,CT,FOV-B,65.09817811472337,24.158160995543547,59.56797090617317,21.259181676078313,14.86140627641877
amos_0239,CT,FOV-B,48.54392131574441,12.880275436410495,43.005902513190904,11.334642384041235,12.051324681167454
amos_0242,CT,FOV-B,77.47285167041373,31.940165924021418,71.72458607705681,28.107346013138855,19.08329030403594
amos_0245,CT,FOV-B,71.68085665766309,37.50267894681446,66.65399758544648,33.00235747319673,19.062967317974916
amos_0248,CT,FOV-B,55.59332431618097,16.821829098089292,50.051877131806656,14.803209606318578,13.78188065033772
amos_0249,CT,FOV-B,42.908274304818974,33.2833566881757,39.0190075012457,29.289353885594625,17.774273855574304
amos_0254,CT,FOV-B,40.44466903523926,24.822098405167157,35.682535674869,21.8434465965471,11.37688856619385
amos_0259,CT,FOV-B,33.095328206214376,22.040667230517887,27.696058177605835,19.39578716285574,11.159009121430733
amos_0263,CT,FOV-B,67.8795911527473,26.97637394021854,62.57072476449828,23.739209067392324,25.772722730458973
amos_0264,CT,FOV-B,71.98008185972897,28.682842097720496,66.3496025205941,25.24090104599403,18.20054599421487
amos_0268,CT,FOV-B,73.60755290335229,32.85444626374597,68.23341125291154,28.91191271209645,24.29382515307792
amos_0272,CT,FOV-B,63.15908044122247,22.916375704803077,57.65620134654662,20.166410620226696,16.186775059491964
amos_0273,CT,FOV-B,60.43562720830023,22.047521759475867,54.944524157079584,19.40181914833877,16.939490799371733
amos_0274,CT,FOV-B,49.126269793558514,22.062965160660518,44.01789353916527,19.415409341381256,18.133932719727063
amos_0276,CT,FOV-B,43.883110574280046,18.770869732844226,38.39472406758405,16.518365364902923,14.53463649333152
amos_0279,CT,FOV-A,42.275789615041624,22.37781289886647,37.14390876446331,19.69247535100249,11.714576534644314
amos_0281,CT,FOV-B,67.903115026872,35.090498351289305,62.82103523132173,30.87963854913459,21.64300272023578
amos_0282,CT,FOV-A,68.16486394470728,28.114564726350576,62.68838055607243,24.7408169591885,20.00848846503113
amos_0288,CT,FOV-B,61.833675577167696,23.96861839173058,56.35493025612352,21.09238418472291,16.022384801298067
amos_0294,CT,FOV-B,68.63379453364239,32.402137235107986,63.429456339027475,28.51388076689503,25.995977130694904
amos_0296,CT,FOV-A,64.32775695623552,28.544345042668894,59.09285204202829,25.11902363754863,20.73608370321634
amos_0297,CT,FOV-B,64.16468950351944,22.031091192754356,58.580871131725914,19.387360249623818,16.803202762805274
amos_0299,CT,FOV-A,60.90488717346851,29.91005305595,55.883495069022594,26.320846689235996,17.73637285290694
amos_0301,CT,FOV-B,48.135881306290614,17.51186043763845,42.794018454887365,15.41043718512183,17.103430466386044
amos_0302,CT,FOV-B,48.018669104484665,25.199458039667718,43.00932634033072,22.175523074907577,11.979860514219917
amos_0307,CT,FOV-B,55.458447071989895,22.647351339910205,50.228186187794336,19.92966917912098,20.635547948959168
amos_0317,CT,FOV-B,38.75630207338434,24.86018728637516,34.088703495983594,21.876964812010144,19.078376015116824
amos_0320,CT,FOV-B,51.715017334128284,36.10427678715005,47.546064835791384,31.771763572692045,24.84560202594924
amos_0321,CT,FOV-B,59.89761002628533,22.956941795977837,54.47847467522215,20.202108780460495,19.923836504083436
amos_0330,CT,FOV-B,48.17168621403135,23.24816122667839,43.28764707135898,20.45838187947698,20.095690442946612
amos_0332,CT,FOV-B,56.57100901087327,25.182326928177158,51.37809210923208,22.160447696795895,15.015097148706024
amos_0336,CT,FOV-B,53.79306426063934,19.381938890001454,48.329790487612556,17.056106223201294,14.448323922858027
amos_0337,CT,FOV-A,64.24954797024438,29.894511018006657,59.076488557462284,26.30716969584585,10.593755542419565
amos_0341,CT,FOV-B,40.49700597771712,29.03605083536269,35.986889930660205,25.551724735119173,15.973310866438517
amos_0348,CT,FOV-B,48.0358778547226,16.489036154717084,42.506978978739674,14.51035181615102,11.443308043760544
amos_0349,CT,FOV-B,56.8118897848717,17.78178859601927,51.19238571397749,15.647973964496964,16.657540872151134
amos_0350,CT,FOV-B,67.89277536496223,30.563164383814556,62.593575236313,26.8955846577568,14.4103081217575
amos_0351,CT,FOV-A,62.57799490512136,23.570759716325316,57.141696964545766,20.742268550366283,17.971521413755227
amos_0353,CT,FOV-B,59.29769848472727,19.768541990912595,53.640323324652805,17.396316952003087,16.71006838032755
amos_0358,CT,FOV-B,34.81579711094303,26.09330954547729,29.89894984258117,22.96211240002002,16.158332737060295
amos_0361,CT,FOV-B,48.00006487761773,12.078045951850724,42.33030938431816,10.628680437628638,9.49450076089614
amos_0362,CT,FOV-A,59.41365311400685,30.017003504375545,54.563453548817655,26.414963083850477,21.313826725245836
amos_0366,CT,FOV-B,46.05726933558127,16.671987270223163,40.49418340326938,14.671348797796384,15.51243043260829
amos_0367,CT,FOV-A,31.038629853564903,26.209453940303284,25.919419322179802,23.06431946746689,9.762486489884461
amos_0370,CT,FOV-A,39.83502768436964,26.418058542276945,35.08612455212746,23.247891517203715,19.13752165086775
amos_0371,CT,FOV-B,39.843685058165626,27.28149863626078,34.925892616426914,24.007718799909487,17.501556455855848
amos_0374,CT,FOV-A,57.243639048979716,41.824572842661354,52.99790816394355,36.805624101541994,18.633173674236236
amos_0376,CT,FOV-B,55.57158097583259,40.83915170984055,51.336340395769525,35.93845350465968,21.57258223681881
amos_0378,CT,FOV-B,54.90201129603693,22.346024309622155,49.64569357854826,19.664501392467496,16.529011296692826
amos_0379,CT,FOV-B,67.54952509862484,30.109432858866683,62.17562033488493,26.496300915802674,17.197883546844423
amos_0380,CT,FOV-B,61.484962796270686,32.87794330076624,56.53031364870019,28.932590104674293,21.65935162570059
amos_0381,CT,FOV-A,47.76539461537085,24.36525565043455,42.632310046858244,21.441424972382404,14.786953888886263
amos_0383,CT,FOV-A,53.384322879749185,24.140482957666528,48.27641910768716,21.243625002746555,15.031705233225972
amos_0384,CT,FOV-B,37.246380752654744,23.466409552613197,32.002831607311805,20.650440406299612,16.64815570789727
amos_0387,CT,FOV-B,47.82895039093091,23.798496949855252,42.72611067921038,20.94267731587263,16.203230359692746
amos_0388,CT,FOV-B,46.80983928718617,15.219378827276275,41.22450504788558,13.393053368003121,14.489268368613152
amos_0390,CT,FOV-B,48.96818475235072,35.481097621264695,44.80670303365883,31.22336590671292,15.37153313804039
amos_0391,CT,FOV-A,65.01949330702381,20.907034152476726,59.354982416370746,18.39819005417951,14.623730362795023
amos_0392,CT,FOV-B,43.791151817616495,17.72322423934227,38.24697927675478,15.596437330621198,15.252657200979153
amos_0395,CT,FOV-B,48.505309940003585,26.25086523903421,43.602664737843725,23.100761410350106,10.93210354929348
amos_0396,CT,FOV-B,62.66110487303294,33.36681583741908,57.689610832917126,29.362797936928796,18.106658530772997
amos_0398,CT,FOV-A,59.98337039742535,23.448650220772315,54.57849128672167,20.63481219427963,17.73144452356505
amos_0400,CT,FOV-B,48.50786218682928,32.628927430139996,44.02101088993337,28.713456138523195,16.037624519964435
amos_0401,CT,FOV-B,53.005902411905495,15.809922281332824,47.36935400927421,13.912731607572884,16.197210448966658
amos_0402,CT,FOV-B,46.82886539362153,16.56103446876099,41.262189386691816,14.573710332509675,14.293841969096771
amos_0403,CT,FOV-B,68.242281353822,23.837318141204513,62.587333474337676,20.976839964259973,15.22518898458616
amos_0404,CT,FOV-B,55.117054194711415,42.906059446455764,51.16462431820422,37.75733231288107,21.836134110268414
amos_0405,CT,FOV-A,52.708249935251,24.660026036676495,47.64797444963292,21.700822912275314,16.026460039690935
amos_0406,CT,FOV-B,29.667578311784556,26.790462590228522,24.791544150637588,23.575607079401095,14.01758184632087
amos_0408,CT,FOV-B,63.673572371596755,30.760696917946877,58.41886515824191,27.06941328779326,22.658838746750305
amos_0410,CT,FOV-B,63.69353346564412,32.0637449349631,58.613768752709305,28.21609554276753,27.520070520011398
amos_0507,MRI,FOV-C,63.155443441067774,21.20490037790995,57.54975723713805,18.660312332560753,15.86206352526914
amos_0508,MRI,FOV-A,70.94535549831637,42.00653479699346,66.2258795331527,36.96575062135425,23.250633737385456
amos_0510,MRI,FOV-A,62.040978557835125,62.27054213316917,60.004750028773486,54.798077077188864,19.21244307098201
amos_0514,MRI,FOV-A,64.11946673125323,52.982006669928964,60.82078638894961,46.62416586953749,38.16467002022637
amos_0517,MRI,FOV-B,84.63391579416681,52.431624545381126,79.92824364398636,46.139829599935396,16.606504703610312
amos_0518,MRI,FOV-A,63.24897209979022,29.328238794105538,58.037254479632246,25.80885013881288,28.58982902171397
amos_0522,MRI,FOV-B,62.603692925532044,17.323394361014262,56.86243794886529,15.24458703769255,9.48231696300608
amos_0530,MRI,FOV-C,65.84026935522387,27.272557516450895,60.447636483969305,23.999850614476795,13.597015934411164
amos_0532,MRI,FOV-B,55.99472468304934,20.324005428460485,50.55392711251223,17.885124777045228,15.102913858521369
amos_0538,MRI,FOV-C,46.81141706264786,21.511318760812358,41.64165355042806,18.929960509514874,12.86860961364437
amos_0540,MRI,FOV-B,72.05957842577412,28.56831619346855,66.44942396882482,25.14011825025232,16.02494840735675
amos_0541,MRI,FOV-B,72.61291139155408,27.872337556372234,66.92106752780953,24.527657049607566,19.594728964615133
amos_0544,MRI,FOV-B,49.13887738704552,18.33009109308198,43.69199336360101,16.130480161912146,15.185727863004294
amos_0545,MRI,FOV-A,60.473458518270405,22.290283185199346,54.99220518433256,19.61544920297542,19.35499778132703
amos_0546,MRI,FOV-B,61.09390453365473,19.875249660289025,55.48089520269136,17.49021970105434,14.893034866868748
amos_0547,MRI,FOV-B,52.10303378746866,32.452821178486076,47.624299336281744,28.55848263706775,14.492053669364871
amos_0548,MRI,FOV-B,51.76502838336636,26.091846782722772,46.631893785205996,22.96082516879604,23.162748591879584
amos_0549,MRI,FOV-A,45.2303118437699,19.758305983540176,39.953608391456065,17.38730926551536,13.228946553939974
amos_0550,MRI,FOV-B,52.16572919031085,14.02564176139208,46.563933896649715,12.342564750025032,12.68429324744802
amos_0551,MRI,FOV-B,70.68557345578552,38.131763154001234,65.76969986478076,33.55595157552109,17.151484233332436
amos_0552,MRI,FOV-B,66.02254653382015,51.24924321046779,62.515596101755776,45.09933402521166,15.334322116877567
amos_0553,MRI,FOV-A,61.00663029399638,32.77543390870592,56.196806738732676,28.84238183966122,16.151412483052027
amos_0554,MRI,FOV-A,42.75622036725329,27.427741921824822,38.08702186541167,24.136412891205843,15.026377912929167
amos_0555,MRI,FOV-B,61.53105438033424,17.480883702348077,55.79718140940405,15.38317765806631,12.794676370930752
amos_0556,MRI,FOV-B,61.7326484536757,21.253700025954934,56.172141259082636,18.703256022840343,15.136962807080048
amos_0557,MRI,FOV-A,60.50175770816861,58.35715173284213,58.04185203520206,51.35429352490108,13.849883559838691
amos_0558,MRI,FOV-A,49.1815021121308,35.71321019860887,44.99929972267732,31.427624974775803,15.838757380210335
amos_0559,MRI,FOV-A,80.13790899049617,54.29241240827259,75.80227346849213,47.77732291927987,28.431677773236167
amos_0561,MRI,FOV-B,50.31057457179241,17.41277543579619,44.89477115746248,15.323242383500643,12.465220862720143
amos_0562,MRI,FOV-A,61.11080928272547,66.11430561006733,59.77700717448355,58.18058893685923,22.30039161561735
amos_0563,MRI,FOV-B,67.23394730830104,30.178528039685627,61.941522670576106,26.557104674923355,16.965176142128755
amos_0568,MRI,FOV-B,54.59402886980086,15.54233623281304,49.01239682332229,13.677255884875478,11.283062401378128
amos_0570,MRI,FOV-B,60.98156537792861,32.440759464451226,56.150019303213895,28.547868328717076,16.673944220692334
amos_0571,MRI,FOV-B,61.06040297486448,29.178928043441037,55.98313221148346,25.677456678228115,13.142160553940643
amos_0572,MRI,FOV-B,57.14510162885863,22.567411941135344,51.816356126306395,19.8593225081991,11.629491804488971
amos_0573,MRI,FOV-B,56.20813220306795,14.420145927564365,50.55447781517814,12.689728416256644,12.293689935342886
amos_0575,MRI,FOV-A,74.07928362240389,33.7245305251747,68.71521653807528,29.67758686215374,25.422607583763238
amos_0576,MRI,FOV-B,54.13702154335473,14.483505470649028,48.47082275872361,12.745484814171148,13.985014544932092
amos_0578,MRI,FOV-A,49.65968468249756,25.137305771039298,44.738478240445176,22.120829078514586,22.753919569687337
amos_0580,MRI,FOV-A,51.21251166798015,18.694398806953696,45.860026109914,16.451070950119252,14.328540648496709
amos_0581,MRI,FOV-B,66.72886591405697,30.95899154654202,61.524653879271575,27.243912560956986,14.134920036462404
amos_0582,MRI,FOV-A,42.600478806393554,33.874483080126694,38.687546260410166,29.80954511051149,21.643186354919507
amos_0583,MRI,FOV-A,46.87741772009944,19.57906492333486,41.56857149791236,17.22957713253468,18.165185823140177
amos_0584,MRI,FOV-B,64.8684575100042,26.932392281905177,59.480671677166406,23.700505208076553,15.557606799633568
amos_0585,MRI,FOV-B,66.32979001913272,22.636353191985947,60.69001536316234,19.919990808947635,15.349571978615382
amos_0586,MRI,FOV-A,82.69623190690618,42.981444624696564,77.39568411690462,37.823671269732976,25.831086626482584
amos_0587,MRI,FOV-B,81.44026563990256,38.103332083349976,75.90480249002907,33.530932233347976,24.256523553467613
amos_0588,MRI,FOV-A,56.57519063355567,17.967155209222515,51.114935758349695,15.811096584115809,17.496070127850817
amos_0589,MRI,FOV-A,62.69594922280909,41.55189147987804,58.57583259589971,36.56566450229268,27.73027816001337
amos_0590,MRI,FOV-A,66.59242294195658,34.61246356592412,61.562035029888875,30.458967938013224,23.232906650363038
amos_0591,MRI,FOV-B,73.3148807923234,27.919672087818633,67.61496073286253,24.569311437280398,14.28789139876694
amos_0592,MRI,FOV-A,64.0139132118214,66.61531362392073,62.40630314556456,58.621475989050246,17.570660157666733
