target_index,target_name,train_valid_count,train_missing_count,train_mean_x,train_mean_y,train_mean_z,train_std_x,train_std_y,train_std_z
22,sacrum,19,341,130.27761840820312,8.952032089233398,1419.9415283203125,59.81478500366211,116.77027130126953,1052.3638916015625
23,vertebrae_S1,35,325,155.0902557373047,4.3241143226623535,524.6697998046875,156.60635375976562,136.4512481689453,755.163330078125
24,vertebrae_L5,347,13,169.90170288085938,-51.002830505371094,1346.019287109375,58.59651565551758,124.40966033935547,921.6001586914062
25,vertebrae_L4,347,13,164.3128204345703,-26.7193603515625,1348.581298828125,57.092323303222656,123.82674407958984,921.8292236328125
26,vertebrae_L3,350,10,158.91754150390625,-17.09835433959961,1348.6475830078125,58.015716552734375,123.57330322265625,925.6419677734375
27,vertebrae_L2,350,10,151.81765747070312,-14.96318531036377,1350.5968017578125,61.2841682434082,123.42774200439453,925.1771240234375
28,vertebrae_L1,351,9,144.62234497070312,-18.697919845581055,1345.18359375,65.23233032226562,123.07783508300781,924.8416748046875
29,vertebrae_T12,353,7,137.52320861816406,-24.009929656982422,1337.8572998046875,69.22894287109375,123.14059448242188,924.3677368164062
30,vertebrae_T11,359,1,132.13006591796875,-27.746318817138672,1314.625,73.43783569335938,123.81390380859375,929.616943359375
31,vertebrae_T10,360,0,125.37651062011719,-31.8337345123291,1307.631591796875,76.1023178100586,123.38431549072266,929.3427124023438
32,vertebrae_T9,359,1,118.72628021240234,-35.31670379638672,1307.768310546875,78.26581573486328,123.28406524658203,928.3909301757812
33,vertebrae_T8,353,7,112.86382293701172,-38.41534423828125,1296.75146484375,80.3355941772461,123.34711456298828,926.483154296875
34,vertebrae_T7,334,26,107.11951446533203,-39.500221252441406,1278.7327880859375,82.60281372070312,124.17666625976562,926.1941528320312
35,vertebrae_T6,294,66,97.86500549316406,-41.62199783325195,1273.039306640625,71.87649536132812,121.95967102050781,928.9058227539062
36,vertebrae_T5,232,128,95.99236297607422,-50.874149322509766,1284.036865234375,74.51930236816406,126.77174377441406,927.7453002929688
37,vertebrae_T4,162,198,87.69499206542969,-36.70816421508789,1240.653076171875,73.91104888916016,126.6046142578125,965.5097045898438
38,vertebrae_T3,112,248,82.56500244140625,-5.0600175857543945,1262.7147216796875,69.80445861816406,102.63488006591797,987.3734741210938
39,vertebrae_T2,93,267,69.74012756347656,23.38410758972168,1276.893310546875,71.07817840576172,84.13999938964844,1009.14013671875
40,vertebrae_T1,92,268,62.52052307128906,33.440574645996094,1273.8427734375,72.93875122070312,79.94742584228516,1014.3757934570312
41,vertebrae_C7,92,268,56.671112060546875,42.65259552001953,1276.3399658203125,75.33592224121094,80.47563934326172,1014.8916015625
42,vertebrae_C6,92,268,51.83464431762695,51.6112060546875,1278.5450439453125,77.9121322631836,80.84244537353516,1015.9642944335938
43,vertebrae_C5,82,278,42.68490219116211,74.47178649902344,1224.73974609375,80.9441909790039,80.85568237304688,1026.4296875
44,vertebrae_C4,32,328,22.91179656982422,112.22346496582031,822.61279296875,84.06724548339844,74.4629898071289,1000.9757080078125
45,vertebrae_C3,11,349,-17.38176727294922,142.32582092285156,213.79014587402344,99.1825942993164,67.29341888427734,702.2396240234375
46,vertebrae_C2,4,356,42.02741622924805,132.48501586914062,26.280838012695312,50.03947067260742,88.42708587646484,412.6604919433594
47,vertebrae_C1,4,356,56.265445709228516,134.93580627441406,28.399124145507812,57.70320510864258,99.13751983642578,417.3786926269531
48,heart,3,357,47.47175216674805,114.4281997680664,-41.73237991333008,68.93488311767578,108.19560241699219,459.40045166015625
49,aorta,3,357,10.204229354858398,119.12152099609375,352.1533203125,67.56436920166016,108.22734069824219,824.2929077148438
50,pulmonary_vein,351,9,103.41043090820312,57.40107345581055,1461.731201171875,72.59351348876953,126.77619934082031,989.3416137695312
51,brachiocephalic_trunk,359,1,116.41863250732422,11.004644393920898,1378.2874755859375,72.15504455566406,126.16492462158203,950.0116577148438
52,subclavian_artery_right,207,153,91.30989837646484,15.114352226257324,1222.0081787109375,74.4350357055664,129.38877868652344,943.7562866210938
53,subclavian_artery_left,91,269,64.2517318725586,100.30921936035156,1260.0906982421875,71.58975219726562,80.47806549072266,1010.9917602539062
54,common_carotid_artery_right,91,269,55.725364685058594,82.21710968017578,1112.62255859375,75.3428726196289,81.27896118164062,974.1538696289062
55,common_carotid_artery_left,91,269,57.926231384277344,79.49310302734375,1456.478759765625,74.65541076660156,81.2146224975586,1066.6103515625
56,superior_vena_cava,91,269,53.248374938964844,93.84283447265625,1203.20654296875,77.18893432617188,80.89884185791016,995.9152221679688
57,inferior_vena_cava,91,269,57.735870361328125,91.34427642822266,1354.1658935546875,75.04708862304688,80.61168670654297,1036.817138671875
58,portal_vein_and_splenic_vein,91,269,64.34600067138672,105.94383239746094,1317.2025146484375,71.21319580078125,81.0948486328125,1028.2232666015625
59,iliac_artery_right,91,269,63.21672821044922,96.47972869873047,1167.427001953125,71.9245376586914,81.00308990478516,986.3526611328125
60,iliac_artery_left,124,236,94.00444793701172,50.61104202270508,1478.657958984375,67.45803833007812,135.71292114257812,1028.2857666015625
61,iliac_vena_right,131,229,81.2808837890625,64.74559783935547,1112.1253662109375,76.69865417480469,121.95104217529297,962.7305297851562
62,iliac_vena_left,359,1,127.717041015625,19.746187210083008,1211.866455078125,66.81307983398438,124.24154663085938,903.54638671875
63,humerus_right,357,3,125.58467102050781,31.229982376098633,1273.7825927734375,66.16259765625,125.33605194091797,928.6904296875
64,humerus_left,348,12,168.66867065429688,26.443645477294922,1591.5098876953125,47.89250946044922,125.77787780761719,995.2460327148438
65,scapula_right,348,12,168.38232421875,29.533710479736328,1144.823974609375,46.90176010131836,123.09004974365234,872.04443359375
66,scapula_left,348,12,170.75949096679688,16.764760971069336,1568.67724609375,48.11466979980469,126.16592407226562,988.2749633789062
67,clavicula_right,348,12,170.85829162597656,21.06290054321289,1130.2264404296875,46.554969787597656,123.159423828125,868.3391723632812
68,clavicula_left,93,267,50.29767990112305,55.25769805908203,1887.679931640625,79.4088363647461,83.8396224975586,1212.385986328125
69,femur_right,94,266,49.14260482788086,57.59600830078125,621.6900634765625,82.59388732910156,82.0210952758789,870.698974609375
70,femur_left,193,167,87.52896118164062,-34.9050178527832,1926.9801025390625,77.68439483642578,141.3535919189453,1164.37451171875
71,hip_right,189,171,85.853271484375,-28.30975914001465,655.513916015625,78.26628112792969,117.59043884277344,796.229736328125
72,hip_left,92,268,53.129478454589844,91.00767517089844,1509.451904296875,77.18375396728516,80.66644287109375,1079.5135498046875
73,spinal_cord,92,268,53.217384338378906,89.14530944824219,1031.074951171875,77.30705261230469,80.69496154785156,958.0946044921875
74,gluteus_maximus_right,339,21,188.1780242919922,-5.81212854385376,1945.97119140625,47.74884796142578,121.25029754638672,1088.1690673828125
75,gluteus_maximus_left,340,20,188.2537384033203,-3.85140061378479,785.443115234375,43.94950485229492,118.86367797851562,789.1326904296875
76,gluteus_medius_right,349,11,175.1971435546875,-11.863442420959473,1748.652587890625,50.76646423339844,130.0047607421875,1041.102294921875
77,gluteus_medius_left,350,10,175.3262939453125,-8.83496379852295,956.5125122070312,48.76287841796875,120.28620147705078,833.6104736328125
78,gluteus_minimus_right,360,0,131.49081420898438,-34.57487487792969,1308.51025390625,71.58161926269531,123.3260498046875,930.2799072265625
79,gluteus_minimus_left,345,15,183.3563232421875,-60.24656295776367,1838.351318359375,57.62491226196289,130.223876953125,1062.5389404296875
80,autochthon_right,346,14,183.46267700195312,-57.47862243652344,873.5994262695312,54.40347671508789,120.36270904541016,814.1309204101562
81,autochthon_left,348,12,170.93556213378906,-17.28745460510254,1991.4874267578125,52.982505798339844,132.00857543945312,1115.9888916015625
82,iliopsoas_right,349,11,171.35250854492188,-12.719172477722168,708.6415405273438,49.41676330566406,119.66728210449219,789.0637817382812
83,iliopsoas_left,343,17,174.9485321044922,5.977436065673828,1985.44189453125,48.035396575927734,121.2161865234375,1100.193115234375
84,brain,342,18,174.59559631347656,7.309431076049805,751.4957885742188,45.73149108886719,118.18232727050781,784.0549926757812
85,skull,360,0,135.1155548095703,-62.1808967590332,1482.6666259765625,74.91812133789062,124.69681549072266,983.562255859375
86,rib_left_1,360,0,135.7646484375,-60.59934997558594,1141.0806884765625,73.90293884277344,120.83261108398438,884.7289428710938
87,rib_left_2,358,2,166.03712463378906,9.890217781066895,1674.267578125,51.729713439941406,127.76896667480469,1044.957275390625
88,rib_left_3,357,3,165.1385040283203,10.452973365783691,991.7373657226562,51.44635009765625,121.12578582763672,844.23388671875
89,rib_left_4,2,358,-41.019012451171875,73.52830505371094,-59.51458740234375,19.601028442382812,95.3642578125,631.2290649414062
90,rib_left_5,21,339,3.905083179473877,178.08135986328125,355.0550537109375,94.60494995117188,116.06350708007812,924.0203857421875
91,rib_left_6,91,269,56.70456314086914,86.90318298339844,1537.64013671875,74.83847045898438,81.68189239501953,1095.613525390625
92,rib_left_7,92,268,60.849124908447266,69.93072509765625,1610.09375,74.58708953857422,82.8453598022461,1123.1116943359375
93,rib_left_8,97,263,67.07122802734375,73.13529968261719,1629.6826171875,71.90178680419922,86.79759979248047,1139.0240478515625
94,rib_left_9,179,181,85.03289031982422,61.72648620605469,1681.7786865234375,75.34700012207031,137.65707397460938,1099.306640625
95,rib_left_10,280,80,97.62432098388672,52.60219955444336,1789.7044677734375,74.64203643798828,133.58551025390625,1119.009033203125
96,rib_left_11,345,15,102.04118347167969,50.67087936401367,1869.3402099609375,71.34149169921875,134.68544006347656,1128.21630859375
97,rib_left_12,359,1,107.73800659179688,26.644210815429688,1933.677734375,70.07523345947266,132.8458709716797,1135.08837890625
98,rib_right_1,359,1,111.04170989990234,-1.453316569328308,1927.2625732421875,71.29679870605469,132.2217559814453,1134.1612548828125
99,rib_right_2,359,1,115.08749389648438,-24.9412899017334,1895.069580078125,74.4420166015625,130.02691650390625,1122.62255859375
100,rib_right_3,358,2,120.59724426269531,-41.37120056152344,1843.9261474609375,76.96073150634766,129.36041259765625,1103.0704345703125
101,rib_right_4,359,1,126.31033325195312,-53.113487243652344,1755.70166015625,78.05216979980469,127.79753112792969,1072.781494140625
102,rib_right_5,356,4,129.86160278320312,-55.46538543701172,1636.5091552734375,77.62779998779297,126.3996810913086,1027.665283203125
103,rib_right_6,91,269,56.900123596191406,87.0909423828125,1040.8603515625,74.79474639892578,81.09400177001953,950.9141845703125
104,rib_right_7,91,269,59.938743591308594,72.01332092285156,955.302978515625,73.69622802734375,81.71163177490234,929.6932373046875
105,rib_right_8,101,259,69.989990234375,65.89457702636719,867.1278686523438,72.92784118652344,103.66658782958984,904.3602294921875
106,rib_right_9,180,180,86.85110473632812,65.49156951904297,820.8656005859375,75.08014678955078,111.06766510009766,824.7625732421875
107,rib_right_10,275,85,97.06380462646484,58.04237365722656,800.2145385742188,75.96334838867188,114.3293685913086,822.1497802734375
108,rib_right_11,343,17,102.843017578125,51.879817962646484,744.3326416015625,72.34794616699219,117.94393920898438,798.2155151367188
109,rib_right_12,359,1,107.72898864746094,29.840700149536133,704.130859375,70.8736801147461,119.31521606445312,787.6408081054688
110,sternum,358,2,111.05237579345703,1.5548936128616333,699.5513305664062,70.74452209472656,119.29592895507812,787.9443359375
111,costal_cartilages,358,2,114.98265075683594,-22.941293716430664,724.1143798828125,72.37077331542969,118.6019058227539,791.8178100585938
112,atrial_appendage_left,358,2,120.75265502929688,-39.009063720703125,779.05810546875,75.20894622802734,118.20123291015625,800.0546875
113,subclavian_vein_right,359,1,126.86323547363281,-50.49052810668945,860.7732543945312,75.99664306640625,118.02297973632812,815.8045043945312
114,subclavian_vein_left,357,3,130.86907958984375,-52.727745056152344,997.1961669921875,76.28582763671875,120.28572082519531,847.3653564453125
115,brachiocephalic_vein_right,304,56,95.39090728759766,100.16017150878906,1302.9508056640625,76.25437927246094,126.8208236694336,942.9326171875
116,brachiocephalic_vein_left,359,1,113.25931549072266,98.67333221435547,1340.4544677734375,66.30167388916016,127.306884765625,945.238037109375
117,uterus,145,215,175.0782928466797,1.1936531066894531,1179.7694091796875,66.82917785644531,130.9344482421875,1027.6463623046875
118,ovary_left,144,216,166.5456085205078,0.45650947093963623,1184.935302734375,67.41007995605469,131.20272827148438,1028.6444091796875
119,ovary_right,143,217,181.42857360839844,1.514593243598938,1189.086181640625,65.66341400146484,131.3950958251953,1031.0413818359375
120,vagina,143,217,174.9593963623047,-1.0236884355545044,1165.4835205078125,66.3513412475586,130.70257568359375,1015.4055786132812
