target_index,target_name,valid_count,missing_count,mean_x,mean_y,mean_z,std_x,std_y,std_z
41,vertebrae_C7,114,336,58.0463752746582,42.49009323120117,1272.05029296875,80.35519409179688,82.81381225585938,1036.39208984375
42,vertebrae_C6,114,336,53.10181427001953,51.64712142944336,1273.5872802734375,83.05148315429688,83.51243591308594,1037.2779541015625
43,vertebrae_C5,102,348,45.316917419433594,72.0717544555664,1215.499755859375,87.04874420166016,84.32235717773438,1048.3935546875
44,vertebrae_C4,42,408,33.966129302978516,106.71965789794922,833.7913208007812,88.62593841552734,86.63200378417969,993.7391357421875
45,vertebrae_C3,13,437,-19.220951080322266,146.58181762695312,170.26339721679688,102.6860580444336,62.7150993347168,654.2053833007812
46,vertebrae_C2,5,445,50.18278884887695,139.83731079101562,15.137188911437988,47.6361083984375,80.44691467285156,369.7670593261719
47,vertebrae_C1,5,445,60.93830108642578,145.12307739257812,15.725433349609375,52.450645446777344,90.98197937011719,374.1743469238281
48,heart,3,447,47.47175216674805,114.4281997680664,-41.732391357421875,68.93488311767578,108.19560241699219,459.4004211425781
49,aorta,3,447,10.204228401184082,119.12152099609375,352.1533203125,67.56436920166016,108.22733306884766,824.2929077148438
50,pulmonary_vein,438,12,100.07078552246094,60.71123123168945,1430.817626953125,74.55978393554688,123.59923553466797,1005.4869384765625
51,brachiocephalic_trunk,449,1,113.46336364746094,14.703749656677246,1346.2381591796875,72.52452850341797,123.47120666503906,966.9058227539062
52,subclavian_artery_right,255,195,92.1436996459961,16.345046997070312,1220.967041015625,75.2628402709961,127.2574234008789,961.7344970703125
53,subclavian_artery_left,113,337,66.05506134033203,99.53401184082031,1251.9580078125,76.2309799194336,83.61903381347656,1032.2548828125
54,common_carotid_artery_right,113,337,57.37070083618164,81.73021697998047,1102.177978515625,80.41199493408203,84.26335144042969,994.2548828125
55,common_carotid_artery_left,113,337,59.706459045410156,79.1052474975586,1448.485595703125,79.25585174560547,83.9874267578125,1088.09130859375
56,superior_vena_cava,113,337,54.803977966308594,93.1927490234375,1195.8743896484375,82.21925354003906,83.72077941894531,1017.8447875976562
57,inferior_vena_cava,113,337,59.3288459777832,90.95301818847656,1345.396484375,79.90740203857422,83.53556823730469,1056.9561767578125
58,portal_vein_and_splenic_vein,113,337,66.14929962158203,105.04794311523438,1309.06982421875,76.0049057006836,84.19743347167969,1049.013671875
59,iliac_artery_right,113,337,64.92803192138672,95.52550506591797,1159.146728515625,76.80883026123047,84.05929565429688,1007.6724853515625
60,iliac_artery_left,154,296,94.57608795166016,54.30223846435547,1483.1748046875,69.98365020751953,131.48939514160156,1035.89453125
61,iliac_vena_right,164,286,81.94119262695312,63.31013107299805,1105.42333984375,78.52194213867188,120.33770751953125,976.2212524414062
62,iliac_vena_left,449,1,124.83549499511719,23.18547821044922,1181.846435546875,67.6529541015625,121.83881378173828,918.5897216796875
63,humerus_right,444,6,122.61268615722656,34.93797302246094,1246.73095703125,67.32339477539062,122.7895278930664,942.2603759765625
64,humerus_left,431,19,166.14193725585938,30.56993865966797,1560.611328125,47.38720703125,122.57527923583984,1015.252197265625
65,scapula_right,431,19,165.84364318847656,33.47426986694336,1119.905029296875,46.599029541015625,120.27037048339844,889.9578247070312
66,scapula_left,431,19,168.17652893066406,20.814237594604492,1538.35107421875,47.50687789916992,122.94017028808594,1008.8822631835938
67,clavicula_right,431,19,168.3291778564453,25.051801681518555,1105.31884765625,46.159542083740234,120.4411392211914,886.1802978515625
68,clavicula_left,115,335,51.63425064086914,55.396522521972656,1897.526123046875,84.58476257324219,85.5973892211914,1239.273681640625
69,femur_right,117,333,51.3772087097168,59.06731033325195,611.0537109375,87.45162200927734,85.64781188964844,883.6549682617188
70,femur_left,239,211,85.52420806884766,-32.75615310668945,1903.6287841796875,79.93199157714844,136.86239624023438,1185.8245849609375
71,hip_right,235,215,83.15475463867188,-26.735210418701172,641.59033203125,81.17130279541016,116.28524017333984,806.4196166992188
72,hip_left,114,336,54.596397399902344,90.18522644042969,1510.8240966796875,82.3255844116211,83.43009948730469,1106.859619140625
73,spinal_cord,114,336,54.614810943603516,87.92337036132812,1016.0885620117188,82.62269592285156,84.51791381835938,973.2362060546875
74,gluteus_maximus_right,420,30,186.0860137939453,-1.9039232730865479,1907.344482421875,45.76456832885742,119.01180267333984,1113.4501953125
75,gluteus_maximus_left,422,28,186.0253143310547,0.5744646787643433,764.1935424804688,42.66086959838867,117.23710632324219,804.0272216796875
76,gluteus_medius_right,432,18,172.7292938232422,-7.69637393951416,1717.6116943359375,49.26641845703125,126.20457458496094,1061.592041015625
77,gluteus_medius_left,433,17,172.8632049560547,-5.008798599243164,934.7603149414062,47.611515045166016,117.97450256347656,850.1627197265625
78,gluteus_minimus_right,450,0,128.52806091308594,-30.979290008544922,1278.510498046875,70.4752197265625,120.75349426269531,946.7252807617188
79,gluteus_minimus_left,427,23,181.22036743164062,-56.392112731933594,1806.3292236328125,54.44025421142578,126.41585540771484,1085.7630615234375
80,autochthon_right,428,22,181.2764129638672,-53.997169494628906,854.4898071289062,51.715999603271484,117.9697036743164,832.1124267578125
81,autochthon_left,431,19,168.3025360107422,-13.06442928314209,1956.5330810546875,51.51142883300781,127.92958068847656,1137.0380859375
82,iliopsoas_right,432,18,168.76473999023438,-9.071123123168945,689.3579711914062,48.53404998779297,117.3477554321289,802.7865600585938
83,iliopsoas_left,425,25,172.54624938964844,9.56100082397461,1948.08349609375,47.050697326660156,118.91692352294922,1124.7047119140625
84,brain,424,26,172.19015502929688,10.64215087890625,732.60205078125,45.1871337890625,116.08238220214844,800.6767578125
85,skull,450,0,132.05999755859375,-58.43672180175781,1450.432373046875,73.10327911376953,121.8108901977539,1000.504638671875
86,rib_left_1,450,0,132.73574829101562,-57.061676025390625,1113.6005859375,72.1567153930664,118.61222839355469,900.4796142578125
87,rib_left_2,446,4,163.36361694335938,13.382081985473633,1643.0682373046875,51.360965728759766,124.44385528564453,1058.69873046875
88,rib_left_3,446,4,162.77200317382812,13.984824180603027,969.048828125,51.286170959472656,118.84515380859375,857.8270874023438
89,rib_left_4,3,447,18.64422607421875,141.28904724121094,296.8902893066406,85.88095092773438,123.47441864013672,720.889892578125
90,rib_left_5,24,426,6.600887775421143,188.1368865966797,345.7841491699219,99.11442565917969,111.96891784667969,883.1946411132812
91,rib_left_6,113,337,58.44175338745117,86.33491516113281,1533.5706787109375,79.74958801269531,84.8085708618164,1118.4803466796875
92,rib_left_7,114,336,62.34329605102539,69.70491027832031,1609.3250732421875,79.09329986572266,85.52140808105469,1145.50390625
93,rib_left_8,123,327,70.20990753173828,70.88890075683594,1641.2420654296875,75.95789337158203,90.05375671386719,1152.8265380859375
94,rib_left_9,224,226,85.28096771240234,61.980621337890625,1689.088134765625,76.36266326904297,132.8905792236328,1114.0814208984375
95,rib_left_10,349,101,95.13359832763672,55.69970703125,1764.5250244140625,76.91487884521484,130.1224822998047,1133.350341796875
96,rib_left_11,428,22,98.82522583007812,54.103614807128906,1835.4134521484375,73.82061004638672,131.03302001953125,1148.0631103515625
97,rib_left_12,447,3,104.56623077392578,30.73609733581543,1893.5487060546875,72.28631591796875,129.39674377441406,1152.68505859375
98,rib_right_1,449,1,108.03422546386719,3.162140130996704,1887.7120361328125,73.13790130615234,128.48712158203125,1150.910888671875
99,rib_right_2,449,1,111.96220397949219,-20.367321014404297,1856.8990478515625,75.4212646484375,126.0492935180664,1140.34375
100,rib_right_3,448,2,117.41029357910156,-37.12357711791992,1806.022216796875,77.1221694946289,125.34419250488281,1121.32177734375
101,rib_right_4,448,2,122.89937591552734,-49.32040786743164,1723.7032470703125,77.20649719238281,124.26049041748047,1087.52587890625
102,rib_right_5,444,6,126.36103820800781,-52.087005615234375,1605.7608642578125,76.31038665771484,123.06422424316406,1041.341552734375
103,rib_right_6,113,337,58.62666320800781,86.34808349609375,1031.9359130859375,79.8016357421875,84.63921356201172,970.6927490234375
104,rib_right_7,113,337,61.67632293701172,71.41873168945312,944.7566528320312,78.65143585205078,85.03612518310547,949.8981323242188
105,rib_right_8,127,323,72.43557739257812,64.99639892578125,863.2797241210938,76.6611099243164,103.36572265625,915.759033203125
106,rib_right_9,224,226,86.81218719482422,65.5700454711914,816.7410278320312,76.5360336303711,111.13896942138672,835.0689697265625
107,rib_right_10,342,108,95.23332977294922,61.7230224609375,785.703125,76.65894317626953,114.59347534179688,831.1853637695312
108,rib_right_11,425,25,99.27706909179688,55.40326690673828,722.7525024414062,74.92463684082031,117.1476821899414,813.5556030273438
109,rib_right_12,448,2,104.64026641845703,33.70068359375,685.2203979492188,73.13702392578125,118.33055114746094,799.5695190429688
110,sternum,448,2,108.0184097290039,6.006521701812744,676.4342651367188,72.58731079101562,118.16865539550781,799.772705078125
111,costal_cartilages,448,2,111.85448455810547,-18.836978912353516,700.3491821289062,73.7120132446289,116.74211120605469,803.5088500976562
112,atrial_appendage_left,448,2,117.4986343383789,-35.388126373291016,755.2294311523438,75.65874481201172,116.30351257324219,812.8099365234375
113,subclavian_vein_right,448,2,123.44109344482422,-47.10865020751953,839.0142822265625,75.48749542236328,116.14856719970703,828.7277221679688
114,subclavian_vein_left,446,4,127.62218475341797,-49.54994201660156,973.2550659179688,75.23976135253906,118.06336212158203,861.5933837890625
115,brachiocephalic_vein_right,374,76,92.37188720703125,103.31898498535156,1273.0810546875,78.18596649169922,124.19307708740234,957.9456176757812
116,brachiocephalic_vein_left,449,1,110.51139831542969,102.04027557373047,1308.2646484375,68.52620697021484,124.59211730957031,960.3128051757812
117,uterus,181,269,172.06761169433594,6.241469860076904,1199.8875732421875,67.65265655517578,127.37525939941406,1032.6246337890625
118,ovary_left,180,270,163.50320434570312,5.682516574859619,1204.0323486328125,68.12641906738281,127.6009750366211,1033.30615234375
119,ovary_right,179,271,178.58660888671875,6.55756139755249,1207.458251953125,66.58110809326172,127.70355987548828,1035.185302734375
120,vagina,179,271,171.94398498535156,4.376804828643799,1182.619384765625,67.27613067626953,127.24349975585938,1020.6792602539062
